ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YIL117C	0.03715	1911	5005554574	1356.420	1371.548	-15.129	0	0	
YGL119W	0.02898	3068	5001793872	2213.959	2213.794	0.165	0	0	
YJR153W	0.0006102	2090	5001074368	1542.248	1635.320	-93.072	0	0	
YBR118W	15.33	2144	5013008750	1904.283	214.159	1690.124	0	0	
YOL163W	0.01256	1056	5002189652	703.494	713.747	-10.253	0	0	
YJL089W	0.001983	4854	5000296856	3893.736	5172.829	-1279.093	0	0	
YLR265C	0.006343	1961	5000765987	1465.908	1245.095	220.813	0	0	
YDL143W	0.2178	3306	5000629223	2323.741	2127.865	195.876	0	0	
YBR028C	0.008253	2940	5000316792	2333.573	2185.594	147.980	0	0	
YIL118W	0.08713	1356	5000928158	965.528	1069.497	-103.968	0	0	
YLR443W	0.01818	2695	5000101688	1944.373	2226.171	-281.797	0	0	
YLL035W	0.01244	3664	5004216944	2885.561	3458.044	-572.483	0	0	
YNL091W	0.01157	6668	5000944803	6350.349	6977.557	-627.207	0	0	
YHL027W	0.0554	3837	5000114979	2797.654	2271.106	526.548	0	0	
YNL192W	0.04566	6342	5003563015	5547.699	3998.892	1548.807	0	0	
YLR445W	0.01197	984	5000190774	786.934	738.702	48.232	0	0	
YPR054W	6.436e-05	2179	5000538884	1675.154	2001.634	-326.480	0	0	
YKL184W	0.06428	2753	5001197342	2026.247	2162.607	-136.359	0	0	
YBR119W	0.02869	1925	5001304123	1269.529	1398.814	-129.284	0	0	
YJR154W	0.001422	1980	5001621064	1481.606	1459.796	21.810	0	0	
YER060WA	0.009143	3289	5001027903	2350.436	2482.886	-132.450	0	0	
YPL061W	1.075	2962	5002315520	2137.055	235.296	1901.759	0	0	
YBR120C	0.03468	936	5003382746	668.183	714.393	-46.210	0	0	
YKL108W	0.00874	2649	5001715829	1994.253	2003.875	-9.622	0	0	
YCR053W	0.5159	2978	5000660980	2212.897	1287.546	925.351	0	0	
YDR004W	0.00643	2804	5000969013	2024.237	2366.443	-342.206	0	0	
YJR155W	0.002897	1592	5003360400	1223.807	1158.185	65.622	0	0	
YIL119C	0.005615	2198	5000436825	1784.099	1853.028	-68.929	0	0	
YNL092W	0.00476	2365	5005559020	1728.864	1903.502	-174.638	0	0	
YDR299W	0.04328	2945	5001015602	2334.814	2589.972	-255.158	0	0	
YHR073W	0.009335	5898	5000711672	4893.700	4947.270	-53.571	0	0	
YPL158C	0.008799	4587	5001352503	3560.998	3497.879	63.119	0	0	
YLR446W	0.0008612	2630	5005296380	1891.282	1947.005	-55.724	0	0	
YBR029C	0.08614	2685	5000349434	2003.551	1877.479	126.073	0	0	
YNL093W	0.003709	1272	5000807506	919.083	1026.001	-106.918	0	0	
YLR086W	0.002905	6951	5000038968	7662.810	9681.254	-2018.443	0	0	
YMR049C	0.1537	4609	5000770847	3696.581	1809.699	1886.881	0	0	
YDR005C	0.0215	2225	5005119451	1701.845	1833.997	-132.152	0	0	
YLL036C	0.06104	2962	5005174138	2209.800	2014.072	195.728	0	0	
YJR156C	0.004288	1983	5000196804	1450.061	1479.478	-29.417	0	0	
YDL144C	0.08318	2214	5001540820	1529.873	1528.426	1.448	0	0	
YER061C	0.02116	2735	5003631943	1926.773	2235.898	-309.125	0	0	
YPL159C	0.02266	1503	5000207099	1063.452	1167.324	-103.872	0	0	
YMR217W	0.7017	3105	5001550122	2254.326	251.926	2002.400	0	0	
YFL025C	0.006451	6312	5002086668	5017.962	5066.909	-48.947	0	0	
YPL063W	0.1248	2719	5000486522	2059.392	2122.151	-62.759	0	0	
YIL026C	0.01572	6626	5000192547	5673.021	7902.856	-2229.835	0	0	
YMR160W	0.005463	4574	5001303119	3851.711	4349.975	-498.264	0	0	
YGR056W	0.004549	5387	5002959110	4458.707	5507.484	-1048.777	0	0	
YNL193W	0.02031	3338	5001702520	2482.522	2444.313	38.209	0	0	
YIL027C	0.1019	781	5000613869	579.625	593.642	-14.017	0	0	
YKL109W	0.01191	2978	5003153125	2469.312	2770.435	-301.123	0	0	
YLR447C	0.3318	1935	5000642147	1465.552	1373.859	91.693	0	0	
YMR161W	0.02737	1275	5002823029	949.790	880.613	69.177	0	0	
YOR160W	0.0106	5997	5000967080	4736.560	4261.089	475.471	0	0	
YGR057C	0.01817	1433	5009080010	1016.999	994.935	22.064	0	0	
YIL029C	0.004078	806	5013752770	584.614	566.877	17.737	0	0	
YDR300C	0.09195	2524	5001341025	1848.612	1970.391	-121.779	0	0	
YLL038C	0.005732	1533	5005089345	1049.093	1102.915	-53.821	0	0	
YER062C	0.2263	1490	5002523372	1043.843	932.512	111.331	0	0	
YHL028W	0.006737	3846	5003867317	2755.977	3282.556	-526.579	0	0	
YOL164W	0.002028	3912	5001625884	2970.791	3364.107	-393.316	0	0	
YLR448W	1.935	1148	5003064569	725.463	579.965	145.498	0	0	
YKL185W	0.03603	3584	5000046354	2661.194	2491.828	169.366	0	0	
YNL194C	0.00313	1911	5003913956	1277.016	1403.784	-126.768	0	0	
YER063W	0.07389	1230	5003669302	911.450	964.844	-53.394	0	0	
YCR054C	0.01048	3240	5000514032	2522.112	2481.677	40.435	0	0	
YOL165C	0.01221	808	5000824586	590.122	602.377	-12.255	0	0	
YKL110C	0.07548	1780	5002457911	1331.702	1296.214	35.489	0	0	
YOL060C	0.04316	4196	5002136579	3229.551	3879.201	-649.650	0	0	
YDL073W	0.005497	5638	5001831056	4760.522	4756.039	4.483	0	0	
YLR266C	0.002591	4010	5000028866	3227.151	3820.758	-593.607	0	0	
YKL186C	0.1896	1039	5001314759	762.672	712.142	50.530	0	0	
YER129W	0.002941	6870	5000075899	5813.259	7134.684	-1321.425	0	0	
YBR229C	0.0298	5485	5000137793	4526.822	3686.748	840.073	0	0	
YBR030W	0.004463	3036	5001576134	2461.601	2360.217	101.384	0	0	
YPL064C	0.0285	1657	5000692408	1276.220	1362.494	-86.274	0	0	
YBR230C	0.1587	841	5002036177	549.852	577.025	-27.173	0	0	
YGR058W	0.009059	2049	5001065164	1426.616	1700.719	-274.103	0	0	
YNL195C	0.001578	1454	5009113312	1098.019	1057.418	40.600	0	0	
YPL240C	0.3086	3992	5000513748	3182.256	530.193	2652.063	0	0	
YPR160W	0.04062	5036	5000943072	4278.110	3440.058	838.052	0	0	
YIL120W	0.0009365	3691	5004705354	2549.935	1963.630	586.304	0	0	
YNL094W	0.01072	3436	5000218090	2664.963	3315.736	-650.772	0	0	
YEL032W	0.06265	6185	5000447396	4722.661	2624.981	2097.680	0	0	
YFL026W	0.08655	2706	5000537089	1880.204	1823.548	56.656	0	0	
YGR217W	0.008626	10400	5000030930	12589.171	8473.239	4115.932	0	0	
YLR449W	0.3118	2082	5000000707	1681.918	1470.720	211.198	0	0	
YBR231C	0.04595	1784	5000443554	1294.958	1270.278	24.680	0	0	
YPL241C	0.006556	1448	5007323226	1135.117	1182.464	-47.347	0	0	
YPL065W	0.02365	1360	5004071311	1015.995	1139.250	-123.255	0	0	
YJR158W	0.0008428	3301	5000530751	2567.893	2463.681	104.212	0	0	
YEL034W	3.209	904	5000320721	641.925	429.632	212.293	0	0	
YLL039C	0.2542	2389	5004819965	1630.713	1436.814	193.898	0	0	
YNL196C	1.207e-05	1625	5000624428	1261.055	1416.846	-155.792	0	0	
YEL035C	0.003247	1105	5001369841	691.877	713.481	-21.604	0	0	
YER130C	0.02126	2508	5003081015	1930.973	1755.932	175.041	0	0	
YJL090C	0.00447	4342	5000297712	3510.015	4517.381	-1007.366	0	0	
YER131W	0.6063	783	5008139124	490.781	454.857	35.925	0	0	
YDR385W	3.178	4720	5000973623	3641.857	-4897.272	8539.129	0	0	
YOR161C	0.04979	3345	5005061598	2392.364	2388.961	3.403	0	0	
YOR290C	0.0221	8730	5001920634	9589.106	7002.470	2586.637	0	0	
YJL207C	0.004842	10092	5000231362	12146.174	15137.562	-2991.388	0	0	
YJR159W	0.02159	2114	5003413634	1525.936	1458.912	67.024	0	0	
YLR267W	0.001067	3161	5004916910	2585.184	2809.299	-224.115	0	0	
YBR233W	0.009611	2494	5000138042	1811.411	1721.000	90.411	0	0	
YBR031W	7.696	2173	5000988954	1497.615	8.798	1488.817	0	0	
YGR059W	0.001925	2758	5003533905	2266.995	2241.361	25.634	0	0	
YLR268W	0.0689	1171	5002231822	895.298	976.955	-81.657	0	0	
YPL066W	0.001983	2667	5000200700	2112.058	2520.751	-408.693	0	0	
YGL120C	0.1773	4676	5000758576	3526.615	964.046	2562.568	0	0	
YBL022C	0.1225	6622	5000532794	5486.357	-1224.823	6711.180	0	0	
YJL208C	0.0332	1940	5001534016	1404.192	1525.760	-121.568	0	0	
YBR121C	0.5913	3926	5001152007	2919.879	-844.457	3764.336	0	0	
YGL121C	0.01898	837	5002215766	519.534	595.106	-75.571	0	0	
YER064C	0.08995	3143	5000325703	2232.362	1914.205	318.157	0	0	
YPL067C	0.02738	1197	5004919017	825.645	844.323	-18.678	0	0	
YBR122C	0.03535	1043	5006911878	736.811	706.048	30.763	0	0	
YKL112W	0.07118	3799	5000581864	3321.492	2808.940	512.552	0	0	
YOL061W	0.2753	2948	5000101246	2172.659	1230.226	942.433	0	0	
YBR234C	0.1354	2221	5002123283	1658.100	1590.662	67.438	0	0	
YLR270W	0.07389	2109	5007088803	1494.842	1497.251	-2.409	0	0	
YDL074C	0.01742	4030	5003337617	3207.374	3756.697	-549.323	0	0	
YJR041C	0.01878	7044	5000924297	5879.235	5827.056	52.179	0	0	
YHR074W	0.06667	4405	5000526772	3251.509	3510.616	-259.107	0	0	
YLR189C	0.01802	5940	5000427440	6021.308	6425.544	-404.235	0	0	
YPL068C	0.01767	1773	5001640604	1238.504	1254.591	-16.088	0	0	
YDL075W	4.813	706	5012448223	460.782	355.459	105.322	0	0	
YJL091C	0.03878	3133	5000696643	2157.691	2846.355	-688.664	0	0	
YFL027C	0.01523	3065	5002568420	2201.467	2605.228	-403.761	0	0	
YLR271W	0.01335	1385	5001065967	1155.858	1170.836	-14.978	0	0	
YIL121W	0.006862	3667	5000383649	2436.287	2765.800	-329.512	0	0	
YPR161C	0.03898	3857	5000792722	2983.954	3731.241	-747.287	0	0	
YNL095C	0.004377	3926	5000794501	2954.040	2986.581	-32.540	0	0	
YGR060W	2.069	1706	5000164841	1284.596	652.176	632.420	0	0	
YDL076C	0.02845	1588	5000545086	1245.159	1184.392	60.768	0	0	
YHL029C	0.01571	3769	5000354218	3104.457	3743.239	-638.783	0	0	
YEL036C	0.3197	2861	5001680135	2174.288	1204.478	969.810	0	0	
YPL069C	0.01281	1958	5000283023	1430.364	1513.062	-82.698	0	0	
YFL028C	0.1277	1820	5000332324	1224.880	1270.603	-45.722	0	0	
YGR125W	0.04187	6439	5001537890	5067.563	6429.054	-1361.491	0	0	
YDR386W	0.003686	3631	5002183693	2853.942	2737.717	116.225	0	0	
YNL096C	0.8252	1218	5007093999	791.796	696.336	95.460	0	0	
YKL113C	0.1205	2327	5000215244	1644.702	1444.411	200.291	0	0	
YJR160C	0.002437	3535	5001702533	2711.537	2547.464	164.073	0	0	
YGR126W	0.001348	1318	5000498255	962.121	977.249	-15.128	0	0	
YHR075C	0.009363	2479	5000028657	1729.787	2077.249	-347.462	0	0	
YDR006C	0.01186	5523	5000896534	4360.021	4196.407	163.614	0	0	
YIL122W	0.003743	2007	5007309443	1512.467	1497.962	14.505	0	0	
YKL187C	0.0008865	4996	5000527015	3479.503	4135.406	-655.904	0	0	
YPR055W	0.01851	6140	5001457376	5233.938	5402.520	-168.582	0	0	
YOR001W	0.1064	4444	5000047988	3361.308	2332.795	1028.513	0	0	
YDR007W	0.03694	1409	5002284119	938.750	849.834	88.916	0	0	
YOL062C	0.02491	3014	5001079788	2152.928	2211.051	-58.123	0	0	
YNL197C	0.006912	3801	5000667982	3028.950	3609.778	-580.828	0	0	
YNL262W	0.002521	11018	5000332472	13955.149	14414.703	-459.553	0	0	
YFL029C	0.02125	2119	5001003650	1582.224	1497.226	84.999	0	0	
YNL097C	0.05413	1981	5000389391	1410.592	1429.909	-19.317	0	0	
YER065C	0.0006458	3240	5002827213	2472.384	2883.271	-410.887	0	0	
YKL114C	0.08377	1997	5000231906	1565.528	1592.004	-26.476	0	0	
YGL006W	0.02538	7082	5000012184	5888.595	6980.188	-1091.593	0	0	
YGR127W	0.01075	1840	5002155591	1331.516	1426.607	-95.091	0	0	
YGL122C	0.1765	3140	5003178438	2306.021	1987.861	318.160	0	0	
YER066W	0.02962	1140	5003997517	775.352	749.509	25.843	0	0	
YJR161C	0.08204	2165	5000412054	1646.651	1656.787	-10.136	0	0	
YLR190W	0.01043	3031	5001119619	2159.483	2355.122	-195.639	0	0	
YHR076W	0.05535	2145	5001331439	1608.665	1557.963	50.703	0	0	
YER067W	0.01768	840	5003146913	662.960	683.144	-20.184	0	0	
YBR123C	0.02717	3686	5001481581	2946.271	2948.629	-2.358	0	0	
YJL209W	0.01785	3858	5000151502	2985.656	3267.268	-281.612	0	0	
YPR056W	0.02158	1998	5001397106	1445.873	1566.723	-120.850	0	0	
YKL001C	0.06073	1295	5002525103	847.165	819.432	27.733	0	0	
YEL037C	0.1881	2466	5000012034	1728.575	1350.564	378.011	0	0	
YNL098C	0.2115	1846	5004811700	1366.604	1326.978	39.626	0	0	
YNL263C	0.2388	1807	5000365670	1335.052	1290.593	44.459	0	0	
YDR104C	0.001654	7283	5000138189	6446.658	6963.154	-516.497	0	0	
YCR057C	0.02959	5240	5001525417	4391.835	3995.010	396.826	0	0	
YKL002W	0.1222	1335	5000310231	969.095	1032.059	-62.964	0	0	
YFL030W	0.006571	2285	5001528433	1657.177	1690.734	-33.557	0	0	
YJL210W	0.03658	1699	5003699384	1150.242	1071.760	78.482	0	0	
YKL003C	0.1523	846	5000983286	539.376	565.135	-25.759	0	0	
YNL099C	0.07739	1422	5002326482	1001.547	1013.935	-12.389	0	0	
YGL123W	4.531	1592	5000500833	1046.399	367.735	678.663	0	0	
YEL038W	0.1236	1353	5002838931	953.061	906.559	46.501	0	0	
YPR057W	0.02201	2007	5000951802	1464.846	1539.902	-75.056	0	0	
YEL039C	0.03221	605	5013446028	462.011	460.668	1.343	0	0	
YCR059C	0.07531	1506	5003094193	1082.692	1039.400	43.291	0	0	
YFL031W	0.05101	1520	5000032926	998.077	957.042	41.035	0	0	
YBR125C	0.04148	2301	5000771456	1689.384	1472.099	217.285	0	0	
YCR060W	0.09177	636	5000757246	456.483	470.757	-14.274	0	0	
YNL100W	0.1304	1421	5000950764	976.910	1080.636	-103.726	0	0	
YAL035W	0.2857	5584	5000819881	4624.198	-2663.565	7287.763	0	0	
YPL070W	0.01268	3582	5000997809	2772.289	3200.137	-427.848	0	0	
YNL264C	0.02792	2035	5000898209	1493.487	1550.240	-56.753	0	0	
YDR009W	0.007708	3017	5001221637	2314.051	2488.470	-174.420	0	0	
YLR191W	0.02563	2186	5002383905	1654.973	1726.615	-71.642	0	0	
YPL071C	0.01376	859	5005794912	643.370	622.452	20.918	0	0	
YOR162C	0.004156	4827	5001642397	3871.003	4979.431	-1108.428	0	0	
YDR387C	0.006106	3767	5000381407	2476.938	2414.835	62.103	0	0	
YPR162C	0.03237	3244	5003839814	2368.417	2542.063	-173.646	0	0	
YNL199C	0.01622	3140	5003006648	2393.237	2925.361	-532.124	0	0	
YIL123W	0.4143	2891	5001530376	2054.472	809.000	1245.472	0	0	
YOR163W	0.1208	1090	5000085341	779.227	864.607	-85.380	0	0	
YKL116C	0.008706	3191	5001531933	2289.835	2581.709	-291.875	0	0	
YPR058W	0.1081	2039	5001640712	1305.913	1247.441	58.473	0	0	
YNL200C	0.0351	1419	5000221732	1036.726	949.673	87.053	0	0	
YOR002W	0.07717	3360	5000066594	2430.761	2133.560	297.201	0	0	
YMR218C	0.01358	6244	5000946658	5470.494	6912.682	-1442.188	0	0	
YNL265C	0.02164	1613	5000336965	1257.432	1293.981	-36.549	0	0	
YMR308C	0.2677	6564	5000215774	5135.503	-5225.294	10360.797	0	0	
YJR042W	0.04724	4372	5000158068	3423.246	2959.076	464.169	0	0	
YKL117W	0.7918	1222	5001863239	892.274	730.429	161.845	0	0	
YKL004W	0.08436	2407	5002786090	1735.615	1483.455	252.161	0	0	
YIL124W	0.195	1790	5004178219	1261.685	1061.179	200.505	0	0	
YOR164C	0.0849	1660	5000224020	1327.229	1266.376	60.853	0	0	
YLR192C	0.2787	1529	5016636584	1113.639	996.431	117.207	0	0	
YDR105C	0.08692	2870	5000250702	2073.041	2232.766	-159.725	0	0	
YPR060C	0.1528	1551	5005400647	1077.706	1093.925	-16.219	0	0	
YER068W	0.01007	3353	5004325750	2641.525	2895.252	-253.727	0	0	
YKL119C	0.06263	1237	5002034189	903.702	856.856	46.846	0	0	
YBR033W	0.0009322	5395	5000292282	4452.365	4946.897	-494.532	0	0	
YLR193C	0.04391	999	5001451574	725.552	746.853	-21.301	0	0	
YML072C	0.1109	8762	5000470855	7983.164	-5146.172	13129.336	0	0	
YAL036C	0.3492	2282	5002628645	1585.400	1281.499	303.901	0	0	
YJR043C	0.04797	1883	5007845235	1502.892	1537.086	-34.194	0	0	
YDR106W	0.008688	1652	5005497551	1200.499	1278.986	-78.487	0	0	
YPR061C	0.003825	1626	5002291499	1277.902	1468.599	-190.697	0	0	
YJR044C	0.1639	840	5002931374	574.219	569.152	5.067	0	0	
YML073C	0.9592	1077	5000031227	727.330	642.423	84.907	0	0	
YBL023C	0.01862	5490	5001082020	4145.651	4841.105	-695.454	0	0	
YPR062W	0.764	876	5004443821	651.422	596.331	55.091	0	0	
YPL072W	0.004722	2963	5000770110	2203.309	2638.456	-435.147	0	0	
YLR194C	0.183	1537	5000297342	1067.537	1035.376	32.161	0	0	
YAL037W	0.008014	1605	5002884432	1130.993	1151.954	-20.961	0	0	
YPR063C	0.2249	761	5005999516	576.186	599.733	-23.547	0	0	
YOR003W	0.0009093	2678	5001823748	2087.386	2230.281	-142.895	0	0	
YBR126C	0.2723	2748	5000265975	2157.531	1177.931	979.600	0	0	
YBR034C	0.1513	1949	5000183940	1481.330	1391.545	89.786	0	0	
YKL120W	0.4219	2051	5002023384	1376.551	955.769	420.782	0	0	
YPR163C	0.4072	2733	5005658748	1868.935	1117.693	751.243	0	0	
YEL040W	1.115	2500	5000662343	1992.234	580.405	1411.829	0	0	
YBR035C	0.2623	1377	5000127560	953.383	960.473	-7.090	0	0	
YDR388W	0.4232	2915	5005582817	2092.278	1081.269	1011.009	0	0	
YGL124C	0.005194	3944	5001834987	2930.951	3489.832	-558.881	0	0	
YOR004W	0.3336	1438	5001990979	1070.848	946.952	123.896	0	0	
YPR065W	0.04931	2153	5000246132	1579.667	1645.085	-65.418	0	0	
YCR061W	0.03438	3867	5000694546	2814.734	3078.858	-264.124	0	0	
YLR450W	0.03103	6504	5000026134	5141.580	4372.981	768.599	0	0	
YCR063W	0.0009104	863	5012288388	651.740	672.377	-20.636	0	0	
YGR128C	0.1109	4210	5000370117	3281.537	1634.640	1646.897	0	0	
YML074C	0.5029	2038	5000286849	1750.391	1224.964	525.428	0	0	
YGR129W	0.02197	1149	5000920394	898.755	882.262	16.493	0	0	
YPR066W	0.00746	1659	5000206403	1267.563	1261.021	6.542	0	0	
YLR371W	0.007462	7794	5000848339	7126.904	7337.754	-210.850	0	0	
YKL005C	0.00673	3181	5002454800	2681.442	3072.108	-390.666	0	0	
YKL006CA	0.09264	596	5005411082	399.461	368.290	31.171	0	0	
YPR067W	0.04135	1067	5001843551	768.777	787.527	-18.749	0	0	
YNL101W	0.007369	4360	5000572865	3268.039	3937.749	-669.710	0	0	
YOR341W	0.07026	8601	5000348468	8877.210	1424.955	7452.255	0	0	
YLR195C	0.1071	2536	5000462520	1970.564	1962.285	8.279	0	0	
YKL006W	3.756	902	5036076545	564.915	421.560	143.355	0	0	
YGR218W	0.03022	6439	5001529832	5397.556	3344.723	2052.833	0	0	
YBR036C	0.2121	2462	5001223240	1775.419	1756.524	18.895	0	0	
YEL041W	0.004267	2894	5001397843	2174.907	2529.491	-354.584	0	0	
YJL212C	0.07006	4640	5000630170	3697.058	3571.863	125.196	0	0	
YKL007W	0.1033	1498	5002128908	1127.143	1087.041	40.102	0	0	
YOL063C	0.006433	5463	5000226343	4560.742	4894.228	-333.486	0	0	
YGR220C	0.1089	1654	5000833708	1128.165	1177.361	-49.197	0	0	
YKL188C	0.001429	5450	5000114285	4065.022	4522.912	-457.890	0	0	
YBR037C	0.01464	1859	5000491480	1251.860	1228.081	23.780	0	0	
YDR107C	0.01872	4004	5003940540	3057.517	3040.928	16.590	0	0	
YOR342C	0.05755	1851	5011793716	1354.162	1587.966	-233.803	0	0	
YGL125W	0.01249	3352	5000196604	2663.172	3280.169	-616.997	0	0	
YLR372W	0.9277	2005	5004949927	1458.668	947.394	511.274	0	0	
YJL213W	0.03165	2112	5000079213	1416.607	1395.149	21.458	0	0	
YNL201C	0.003791	4758	5000188114	4029.583	3987.516	42.067	0	0	
YBR127C	0.4815	3196	5000558973	2249.633	993.586	1256.048	0	0	
YPR068C	0.00626	2615	5000968061	2066.953	2447.704	-380.750	0	0	
YPL160W	0.273	6024	5000635346	5078.481	-3989.504	9067.985	0	0	
YOR344C	0.02605	1628	5000393676	1240.732	1280.593	-39.861	0	0	
YOL064C	0.1326	2141	5004942198	1520.459	1529.196	-8.737	0	0	
YCR065W	0.008753	3415	5000202316	2516.620	2897.611	-380.991	0	0	
YOR165W	0.06363	4586	5001751037	3545.871	3530.488	15.382	0	0	
YAL038W	14.56	2686	5000379813	2083.764	-819.600	2903.365	0	0	
YKL189W	0.01737	2326	5003168916	1752.036	1837.121	-85.085	0	0	
YDR389W	0.01327	3989	5000980397	2975.395	3938.480	-963.085	0	0	
YKL008C	0.1439	2487	5002430724	1807.153	1753.090	54.063	0	0	
YDL077C	0.01194	6071	5000773517	5101.694	5913.218	-811.524	0	0	
YKL190W	0.1741	983	5006690415	724.998	736.860	-11.862	0	0	
YPR069C	0.3774	1654	5000100104	1235.378	1271.957	-36.578	0	0	
YDR301W	0.01045	7850	5000489870	7113.600	10193.173	-3079.573	0	0	
YNL202W	0.02353	1869	5001703662	1236.108	1232.484	3.624	0	0	
YBL024W	0.1272	4061	5002536292	3075.089	2450.722	624.368	0	0	
YBR128C	0.004076	2080	5002336790	1475.034	1474.302	0.733	0	0	
YAL039C	0.2378	1487	5011234323	1132.651	1043.325	89.326	0	0	
YBL025W	0.02827	831	5004256104	599.837	625.302	-25.465	0	0	
YBL026W	0.1588	590	5002223699	388.836	374.079	14.757	0	0	
YKL009W	0.5498	1414	5000050228	987.311	917.935	69.376	0	0	
YGL126W	0.1788	2572	5000069798	1635.862	1381.719	254.143	0	0	
YHR077C	0.01682	6068	5000810981	5375.640	4627.023	748.617	0	0	
YDR302W	0.09362	1436	5000358530	914.278	988.519	-74.242	0	0	
YGL127C	0.07826	717	5018677035	520.351	511.738	8.613	0	0	
YJL005W	0.004851	10280	5000599536	12154.912	11442.404	712.509	0	0	
YOL065C	0.01947	2351	5003233631	1667.960	1548.796	119.163	0	0	
YPL074W	0.007895	4747	5001547335	3544.400	3672.808	-128.408	0	0	
YNL204C	0.004658	1756	5003499262	1281.532	1382.232	-100.699	0	0	
YBR129C	0.02591	1894	5000927467	1391.917	1506.868	-114.951	0	0	
YBR235W	0.01845	7031	5000476841	5659.303	6177.911	-518.608	0	0	
YOR166C	0.0077	2413	5000199255	2021.776	1955.297	66.479	0	0	
YOR167C	2.393	466	5001022810	273.667	261.593	12.073	0	0	
YDL145C	0.119	7071	5000068386	5799.004	-1109.652	6908.656	0	0	
YCR066W	0.006716	2819	5000456606	2141.394	2141.228	0.166	0	0	
YBL027W	3.059	1282	5007303846	776.679	541.838	234.841	0	0	
YGL128C	0.01534	1801	5003564171	1198.782	1047.040	151.743	0	0	
YOR093C	0.007325	8473	5000370356	9180.022	10223.082	-1043.060	0	0	
YBL028C	0.06786	673	5007104373	434.256	474.555	-40.298	0	0	
YGR221C	0.001058	3707	5000160311	2848.784	3344.850	-496.066	0	0	
YGR130C	0.01364	4405	5001108328	3871.017	3645.218	225.799	0	0	
YJL006C	0.04922	1943	5004759025	1380.315	1473.218	-92.903	0	0	
YLR272C	0.008019	7023	5000040231	5947.862	7100.521	-1152.658	0	0	
YOR094W	0.0649	1067	5007904395	761.645	747.467	14.178	0	0	
YDL078C	0.1909	2095	5003966681	1467.405	1448.700	18.706	0	0	
YJL092W	0.005613	6511	5000532667	5929.488	6993.630	-1064.142	0	0	
YJL214W	0.005023	3397	5000141763	2545.288	2813.748	-268.460	0	0	
YEL042W	0.1665	3163	5000659070	2280.999	1669.512	611.487	0	0	
YGR131W	0.01824	1103	5004528216	723.399	703.774	19.625	0	0	
YJR045C	0.3119	4044	5000186472	2922.811	1005.632	1917.180	0	0	
YGR222W	0.01172	1636	5001195319	1235.482	1324.468	-88.986	0	0	
YKL121W	0.01465	4861	5000129828	4021.538	4176.899	-155.361	0	0	
YER069W	0.03649	5403	5001370302	4039.166	3789.076	250.089	0	0	
YOR095C	0.1439	1562	5000630420	1082.827	982.325	100.502	0	0	
YNL206C	0.03306	2485	5002347129	1972.053	1898.562	73.491	0	0	
YPR070W	0.007058	2974	5000439247	2532.138	2442.273	89.865	0	0	
YKL122C	0.4076	934	5006645590	690.133	684.490	5.643	0	0	
YBR130C	0.02499	2505	5001792374	1865.501	1917.235	-51.734	0	0	
YMR309C	0.1145	4706	5000802061	3750.042	3168.562	581.481	0	0	
YBR236C	0.0527	2486	5001497284	1887.110	1730.410	156.700	0	0	
YBL029W	0.002739	2170	5004499795	1628.091	1561.344	66.747	0	0	
YGR132C	0.1215	1853	5004026146	1216.375	1253.949	-37.574	0	0	
YPR071W	0.01095	1297	5000609121	875.492	949.875	-74.383	0	0	
YPL161C	0.01142	3845	5001384322	2883.593	3349.875	-466.282	0	0	
YOR096W	1.583	1173	5002559670	784.615	650.476	134.138	0	0	
YLR196W	0.3414	3228	5000778036	2528.687	1081.862	1446.826	0	0	
YGR133W	0.008922	1058	5000891256	763.373	818.402	-55.028	0	0	
YHR078W	0.01181	3141	5002115144	2483.881	2583.068	-99.187	0	0	
YOR097C	0.03326	1001	5003460241	729.223	757.770	-28.547	0	0	
YMR162C	0.002747	8369	5000354048	9163.883	11310.693	-2146.810	0	0	
YKL191W	0.1817	3240	5001392949	2342.144	1583.881	758.264	0	0	
YDR390C	0.04792	3714	5001252546	2879.620	2191.485	688.135	0	0	
YDR108W	0.008285	4103	5000787443	3200.535	4044.871	-844.336	0	0	
YNL267W	0.004515	6217	5000413547	5259.450	6490.425	-1230.975	0	0	
YLR451W	0.006653	5415	5002302621	4259.949	5253.893	-993.944	0	0	
YKL192C	0.6003	763	5008678313	513.541	508.203	5.338	0	0	
YPL162C	0.003481	1627	5001948978	1150.941	1219.309	-68.368	0	0	
YOL066C	0.01504	3382	5004125983	2634.822	3310.535	-675.713	0	0	
YMR310C	0.0868	1996	5001788085	1351.040	1185.875	165.164	0	0	
YAL040C	0.01916	3617	5005540145	2611.056	2518.505	92.551	0	0	
YDL079C	0.002354	2799	5003237780	2240.748	2539.919	-299.171	0	0	
YDR391C	0.04932	1361	5000344524	971.869	977.415	-5.547	0	0	
YOR005C	0.001818	5709	5000239626	4563.394	5480.236	-916.842	0	0	
YNL207W	0.09764	2323	5006567571	1822.371	1583.723	238.648	0	0	
YGR223C	0.018	2582	5000719863	1946.498	1992.339	-45.841	0	0	
YOL067C	0.001894	1083	5000472914	735.130	775.472	-40.342	0	0	
YMR311C	0.06265	1235	5000446342	955.936	950.562	5.375	0	0	
YDL146W	0.002183	2849	5002958725	2159.874	2594.517	-434.643	0	0	
